title,rating,Sentiment_score,movieId
Snow Falling on Cedars,6.7,5.561242225,3185
Snow Flower and the Secret Fan,6.1,4.84988481,31290
Snow White and the Huntsman,6.1,5.455485021,94780
Snow White and the Seven Dwarfs,7.6,7.358485863,118862
Snow White: A Tale of Terror,6.1,5.690821923,7294
Snowpiercer,7.1,6.045582379,107406
Soldier,6.0,5.510402749,2322
Some Guy Who Kills People,6.3,5.659885907,95690
Some Like It Hot,8.2,7.436535845,34271
Something Borrowed,5.8,4.471326031,90405
Something's Gotta Give,6.7,5.959590245,7149
Somewhere,6.3,5.146118117,110649
Somewhere in Time,7.2,6.536795896,3116
Son of God,5.7,5.107355496,5014
Son of the Mask,2.3,2.008175084,31698
Sorcerer,7.7,6.676343463,114007
Sorority Boys,5.5,4.263151737,7151
Soul Food,7.0,6.586349643,1962
Soul Kitchen,7.2,6.773409298,118248
Soul Men,6.4,6.438379376,63481
Sound of My Voice,6.6,6.024188528,94799
Source Code,7.5,6.429357587,85399
Space Battleship Yamato,6.0,4.979217572,7827
Space Chimps,4.5,3.806740873,60649
Space Cowboys,6.5,5.902099223,3827
Space Jam,6.5,5.866136609,673
Spaceballs,7.1,6.856156957,55094
Spaced Invaders,5.3,3.790340198,1979
Spanglish,6.4,5.595711934,27808
Sparkle,5.8,5.192778733,1030
Spawn,5.2,4.281293252,1591
Species,5.9,5.252783977,1614
Speed,7.3,6.886412086,1
Speed 2: Cruise Control,4.0,2.708893615,1556
Speed Racer,6.1,4.895925758,59037
Spellbound,7.5,6.833547215,5222
Sphere,6.1,4.721615879,1779
Sphinx,5.1,4.377511364,120118
Spice World,3.7,2.078722243,3066
Spider-Man,7.4,7.017335625,5349
Spider-Man 2,7.5,6.827638015,8636
Spider-Man 3,6.3,5.522255787,52722
Spirit: Stallion of the Cimarron,7.2,6.815909984,5389
Splash,6.3,6.327211112,7319
Splice,5.8,4.763168874,39234
Split Second,6.0,5.251512385,54268
Spun,6.7,5.991758732,4878
Spy Game,7.1,6.267428539,4901
Spy Kids,5.6,5.642581051,2002
St. Trinian's,5.8,5.164963251,4623
Stake Land,6.4,5.710252162,104631
Stand by Me,8.1,7.862983409,46578
Standard Operating Procedure,7.4,5.907057933,1352
Star Trek,7.9,6.57028677,68358
Star Trek IV: The Voyage Home,7.3,7.038030445,95488
Star Trek Into Darkness,7.7,6.517487931,102445
Star Trek V: The Final Frontier,5.5,4.337557889,2497
Star Trek VI: The Undiscovered Country,7.2,6.625870353,55284
Star Trek: First Contact,7.6,7.169453245,1356
Star Trek: Generations,6.6,5.783660017,329
Star Trek: Insurrection,6.4,6.052422087,2393
Star Trek: Nemesis,6.4,5.742615211,5944
Star Trek: The Motion Picture,6.4,5.673263614,3494
Star Wars: Episode I - The Phantom Menace,6.5,5.587448115,2628
Star Wars: Episode II - Attack of the Clones,6.6,5.747528561,5378
Star Wars: Episode III - Revenge of the Sith,7.6,7.535307173,33493
Stardust,7.6,7.25734075,54259
Stargate: The Ark of Truth,7.2,6.217470859,2401
Starship Troopers,7.3,6.113699998,1676
Starsky & Hutch,6.1,5.23333111,7325
State Fair,7.0,6.250001061,3949
State of Play,7.1,5.781719711,68159
Stay Alive,5.0,4.060497497,84125
Stealing Harvard,5.1,3.699493051,990
Stealth,5.1,4.123236922,34334
Step Brothers,6.9,6.212568979,60756
Step Up 3D,6.2,5.180830841,6753
Step Up Revolution,6.4,5.356206577,3646
Stepmom,6.8,6.239250502,2432
Stick It,6.4,5.34303907,88468
Stigmata,6.2,4.849305226,102123
Still Alice,7.5,6.486882881,1660
Stitches,5.7,4.634926946,92391
Stoker,6.7,5.674148895,2560
Stolen,5.5,4.363839866,2835
Stolen Summer,6.5,6.065070279,3462
Stone,5.4,4.304521651,26393
Stone Cold,6.1,5.302065245,6301
Stonewall,5.3,4.036412559,80763
Stop-Loss,6.4,5.428092155,4047
Strange Wilderness,5.2,2.880686897,6220
Straw Dogs,5.8,4.692562873,691
Street Fighter,4.1,2.637337634,4899
Street Fighter: The Legend of Chun-Li,3.7,2.901845599,66639
Street Kings,6.8,6.004867206,80858
Stripes,6.8,6.182278441,48877
Striptease,4.6,4.243282567,762
Stuart Little,6.0,5.314651087,3157
Stuart Little 2,5.5,5.304648538,5480
Stuck on You,5.8,5.024311111,7150
Sublime,5.3,3.568027419,94917
Subway,6.5,5.453260912,1875
Sucker Punch,6.1,4.707999273,85510
Sugar Hill,5.8,6.929186149,4143
Sugar Town,6.1,5.282590539,2865
Summer of Sam,6.7,5.881694377,96283
Sunshine,7.2,6.004021777,3720
Sunshine Cleaning,6.8,6.219928689,92192
Sunshine State,6.8,6.213521473,6218
Super,6.7,6.14373058,72630
Super 8,7.0,6.008248581,87306
Super Mario Bros.,4.2,3.424485208,546
Super Size Me,7.2,6.605240136,8464
Supercross,4.3,3.595313174,101137
Superhero Movie,4.7,4.493519121,3317
Superman,7.4,6.765641195,2640
Superman II,6.8,6.782241518,2641
Superman III,5.0,4.642930601,2642
Superman Returns,6.1,5.328402728,46530
Supernova,4.8,4.032009529,3190
Supporting Characters,6.2,5.446754362,105157
Surf's Up,6.7,6.183928121,53460
"Surfer, Dude",4.6,3.428588263,32234
Surrogates,6.3,5.604132243,71530
Suspect Zero,5.8,4.826965986,76030
Sweet Charity,6.9,6.386166134,7437
Sweet Home Alabama,6.2,5.506890108,5620
Sweet November,6.7,5.55320172,4155
Sweet Sweetback's Baadasssss Song,5.5,4.360346808,26257
Swept Away,3.6,2.537947398,2767
Swimfan,5.1,4.448179113,4654
Swimming Pool,6.7,6.07538042,43744
Swing Vote,6.1,5.225158251,66665
Swingers,7.2,6.307682514,1060
Switchback,6.4,6.010191318,1661
Swordfish,6.5,5.555658104,4344
"Synecdoche, New York",7.5,5.834986227,62577
Syriana,6.9,5.291551567,40583
Tadpole,6.2,5.23300785,5485
Take Me Home Tonight,6.3,5.647513065,73319
Take Shelter,7.3,5.880362136,1358
Take the Lead,6.6,6.330243197,1345
Taken,7.7,6.708385238,62437
Taken 2,6.2,5.322731358,96861
Taken 3,6.0,4.998232065,120635
Takers,6.2,5.264290768,3980
Taking Woodstock,6.7,5.729813713,63131
Tales from the Hood,6.5,6.069948721,1680
Talk Radio,7.2,6.527118091,5617
Talladega Nights: The Ballad of Ricky Bobby,6.6,5.735405462,46970
Tammy,4.9,3.937824081,31422
Tangled,7.7,7.368245078,81847
Tango & Cash,6.4,5.66440997,4673
Tank Girl,5.4,3.51712677,4229
Tanner Hall,5.7,5.101801533,129372
Tarnation,7.1,5.78452101,8938
Teacher's Pet,5.7,5.659905814,2329
Team America: World Police,7.2,7.162453936,64575
Tears of the Sun,6.6,6.114703899,6213
Ted,6.9,5.587501161,95441
Teen Wolf Too,3.5,2.304933563,100714
Teenage Mutant Ninja Turtles,5.8,4.316441104,3438
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.0,5.01410207,57368
Teenage Mutant Ninja Turtles III,4.8,3.776053283,53956
Teeth,5.4,4.636594205,4919
Terminator 2: Judgment Day,8.6,8.045043177,589
Terminator 3: Rise of the Machines,6.3,5.409367741,6537
Terminator Salvation,6.5,5.817895261,68791
Texas Rangers,5.2,4.623043595,4962
Thank You for Smoking,7.5,6.499769395,1621
That Awkward Moment,6.1,5.075828062,45003
That Thing You Do!,7.0,6.383010106,96941
That's My Boy,5.6,4.382673701,96616
The Amazing Spider-Man 2,6.6,6.141112729,110553
The Best of Me,6.7,5.718927209,59369
The Boss,5.4,3.734032733,5529
The Boy,6.0,5.413382092,6664
The Boy Next Door,4.7,3.868414494,25
The Butterfly Effect,7.6,6.40719394,4247
The Chumscrubber,6.8,5.677884067,61123
The Count of Monte Cristo,7.7,6.763912502,5064
The DUFF,6.4,5.955043238,2599
The Dark Knight,9.0,7.959729516,130219
The Diary of a Teenage Girl,6.8,6.093156024,55071
The Elephant Man,8.2,7.419203118,107769
The Forest,4.8,4.415160595,3943
The Fountain,7.2,5.633049518,129737
The Four Feathers,6.5,5.653569486,4118
The Gambler,6.0,4.642891413,785
The Great Gatsby,7.2,6.124435243,121618
The Great Raid,6.6,5.869075764,34536
The Gunman,5.8,5.087430372,130578
The Hobbit: The Battle of the Five Armies,7.4,6.256326793,118696
The Hunger Games: Mockingjay - Part 1,6.6,5.673889937,116823
The Interview,6.5,5.347600657,119141
The Island,6.8,6.58569666,63515
The Last Five Years,5.9,4.743950246,831
The Lazarus Effect,5.2,4.538393512,106100
The Lego Movie,7.7,7.155384802,108932
The Lone Ranger,6.4,5.479469205,121693
The Losers,6.2,4.914675103,74688
The Magic Flute,6.5,6.872668024,58432
The Open Road,5.5,5.920532612,122932
The Phantom of the Opera,7.2,6.366308943,123107
The Second Best Exotic Marigold Hotel,6.5,5.990226667,82095
The Spectacular Now,7.0,6.304627772,6770
The Water Diviner,7.0,6.424962843,3033
There Goes My Baby,6.3,5.495994257,52668
There Will Be Blood,8.2,6.915126143,1604
There's Something About Mary,7.1,6.420659636,587
They Came Together,5.6,4.204838935,91826
They Live,7.2,6.850585322,73109
Think Like a Man Too,5.7,3.878374557,1717
Thirteen,6.8,5.768473258,8638
Thirteen Days,7.3,6.235189763,4033
This Is 40,6.2,4.885379355,3246
This Is England,7.7,6.819693758,47997
This Is Where I Leave You,6.6,6.209285239,46723
This Is the End,6.6,5.938886586,86833
This Means War,6.3,4.875166909,93326
Thomas and the Magic Railroad,4.2,3.329017679,6006
Thor,7.0,6.592825567,86332
Thor: The Dark World,6.7,5.754180802,106072
Three Kings,7.1,6.635232724,2890
Three to Tango,6.1,5.391385394,1701
Thumbsucker,6.5,5.749370262,54331
Thunderball,6.9,6.785379397,4857
Thunderbirds,4.3,3.402862489,8782
Tim and Eric's Billion Dollar Movie,5.3,4.166752997,96565
Timber Falls,5.2,4.040156426,27882
Timecop,5.9,5.465557022,4823
Timeline,5.6,5.128296964,6959
Tin Cup,6.4,5.691555178,852
Tinker Tailor Soldier Spy,7.0,6.084316637,5625
Tiny Furniture,6.2,5.386400965,82173
Titan A.E.,6.6,5.971695468,3745
Titanic,7.9,7.64342803,1721
To Die For,6.8,6.230697949,71821
To Kill a Mockingbird,8.3,7.866849184,1077
To Rome with Love,6.3,5.371054708,2707
Tombstone,7.8,6.651384742,84374
Tomcats,5.3,4.039051972,7339
Tomorrow Never Dies,6.5,5.825285633,1722
Topaz,6.2,5.59888903,3322
Topsy-Turvy,7.3,6.758665234,57536
Tora! Tora! Tora!,7.5,6.771884921,2336
Torn Curtain,6.6,5.866506187,2177
Torque,4.1,3.149212721,7175
Total Recall,7.5,7.027345214,2916
Touching the Void,8.0,6.853665291,78574
Tower Heist,6.2,5.934878743,90717
Town & Country,4.5,2.952823272,4268
Toy Story,8.3,7.595773374,4718
Toy Story 2,7.9,7.605116361,3114
Toy Story 3,8.3,7.494904035,78499
Tracker,6.5,6.058613568,4729
Trade,7.3,6.330831411,103978
Trading Places,7.5,6.856438238,3298
Traffic,7.6,6.635689123,4034
Train,4.7,3.533209209,2333
Training Day,7.8,6.430335914,4776
Trainspotting,8.1,7.091768197,953
Transcendence,6.2,5.075711106,110730
Transformers,7.1,6.35904121,53996
Transformers: Age of Extinction,5.6,4.787126354,112370
Transformers: Dark of the Moon,6.2,5.539284986,87520
Transformers: Revenge of the Fallen,6.0,4.608207278,69526
Transporter 2,6.3,5.071955624,3250
Trapeze,6.8,6.531330811,128592
Trash,7.1,6.357954029,2067
Treasure Planet,7.2,6.589938765,5882
Trees Lounge,7.1,7.035636235,1051
Trekkies,6.9,6.426874296,2693
Tremors,7.2,6.720515178,5047
Triangle,6.9,5.980239462,94998
Trippin',5.3,5.893565977,6777
Tropic Thunder,7.1,7.022817626,61132
Trouble with the Curve,6.8,6.35627661,96693
Troy,7.3,6.567622291,7458
Trucker,6.5,6.445226637,73211
True Grit,7.6,6.474253299,87869
True Lies,7.3,6.79981021,380
Trust,6.9,6.064953344,3830
Trust the Man,5.7,4.326572665,53133
Tsotsi,7.2,6.649973803,851
Tumbleweeds,6.7,5.664934074,3118
Tupac: Resurrection,7.9,7.163461376,6948
Turbo,6.4,6.059212228,103755
Turbulence,5.0,3.53973019,1427
Tusk,5.4,3.842412259,6284
Twilight,5.3,4.657968528,1791
Twilight Zone: The Movie,6.4,6.107741382,3052
Twin Falls Idaho,7.1,6.625334206,2725
Twister,6.5,6.007923571,736
Two Lovers,7.0,6.332293839,6885
Two Weeks Notice,6.2,5.51167557,5957
U-571,6.6,5.146115169,3555
UHF,6.9,6.193414809,3519
Ulee's Gold,7.0,6.555350876,58332
"Ultramarines: A Warhammer 40,000 Movie",5.6,4.118441076,2470
Ultraviolet,4.4,2.652415713,8864
Unaccompanied Minors,5.4,4.619636072,5815
Unbreakable,7.3,6.339828224,3994
Unbroken,7.2,6.450092992,118702
Under Siege 2: Dark Territory,5.6,5.327207373,204
Under the Rainbow,5.3,4.794852822,53002
Underclassman,4.4,3.493744287,4985
Undercover Brother,5.9,5.494670187,56782
Underworld,7.0,6.507874109,109897
Underworld: Awakening,6.3,5.282695097,91974
Underworld: Evolution,6.7,5.281451398,42738
Underworld: Rise of the Lycans,6.5,6.080737612,72696
Undiscovered,4.2,3.613162348,5788
Undisputed,6.1,5.413620408,48600
Unfaithful,6.7,5.829489339,5364
Unfinished Business,5.4,4.30257681,43419
Universal Soldier: The Return,4.2,3.546979725,2807
Unknown,6.8,5.993343313,51037
Unstoppable,6.8,6.251417349,27735
Untraceable,6.2,5.107282906,3697
Up,8.3,7.315420194,68954
Up in the Air,7.4,6.457476948,266
Urbania,6.8,6.084118382,3903
Valentine,4.9,4.87829645,96849
Valentine's Day,5.7,4.635097117,74450
Valiant,5.5,4.938012374,90524
Valkyrie,7.1,6.213211613,64983
Vampires,6.1,5.408525055,61986
Vampires Suck,3.4,2.494083685,1487
Vanilla Sky,6.9,6.231565183,4975
Vantage Point,6.6,5.839040749,58103
Velvet Goldmine,6.9,5.955720966,61246
Vera Drake,7.6,6.361202182,337
Veronika Decides to Die,6.3,4.662766026,36511
Vertical Limit,6.0,5.191139691,3999
Very Bad Things,6.3,4.864512827,118985
Videodrome,7.2,6.573877829,838
Virgin Territory,4.7,4.366130719,59116
Virtuosity,5.5,5.156189228,2272
Volcano,5.5,4.590490351,1515
Volver,7.6,6.736822593,1996
W.,6.3,5.438390575,64614
Waiting for Guffman,7.4,6.970899716,4009
Waitress,7.0,6.002284388,6707
Wal-Mart: The High Cost of Low Price,6.8,5.257071971,113252
Walk Hard: The Dewey Cox Story,6.8,5.902145603,6518
Walk the Line,7.8,6.960741299,27408
Walking Tall,6.3,5.80989286,7376
Wall Street: Money Never Sleeps,6.2,4.813548852,80590
Wanderlust,5.6,4.574545085,58297
Wanted,6.7,5.616745278,60072
War,6.2,5.170651835,89028
War Horse,7.2,6.543065741,91126
War of the Worlds,6.5,5.238680184,34048
"War, Inc.",5.5,4.352347004,5675
Warlock,6.2,5.823230814,6290
Warlock: The Armageddon,5.4,4.324035814,1073
Warm Bodies,6.8,6.264838133,5945
Warrior,8.1,7.126962958,3740
Warriors of Virtue,4.7,4.09632237,47384
Watchmen,7.6,6.829756172,60684
Water,7.7,6.912344935,5685
Water for Elephants,6.9,6.223311632,86548
Waterloo,7.3,6.655256398,89650
Waterworld,6.3,4.910116022,208
Wayne's World,7.0,6.391742453,6212
We Are Marshall,7.0,6.79715648,49793
We Bought a Zoo,7.0,6.360193071,91653
We Need to Talk About Kevin,7.5,6.333307223,51174
We Own the Night,6.8,6.511274675,109569
We Were Soldiers,7.2,6.142669773,5152
We're No Angels,6.1,4.799521537,2978
We're the Millers,7.0,6.718962985,104211
Welcome to Collinwood,6.3,5.47548109,74488
Welcome to Mooseport,5.3,4.350815094,4699
Welcome to the Rileys,6.9,6.470883661,46572
Wendy and Lucy,7.1,6.223481785,65418
West Side Story,7.6,7.126969072,1956
What Dreams May Come,7.0,6.210155332,2297
What Just Happened,5.6,4.413124991,8369
What Lies Beneath,6.6,5.871337924,3798
What Planet Are You From?,5.6,5.121524593,3326
What Women Want,6.5,5.968261472,4018
What a Girl Wants,5.8,4.901322864,111795
What to Expect When You're Expecting,5.7,4.831131428,95199
What's Eating Gilbert Grape,7.7,7.033824597,5080
What's Your Number?,6.0,5.108670233,72762
What's the Worst That Could Happen?,5.4,4.034905898,48161
Where the Truth Lies,6.4,5.144379544,90430
Where the Wild Things Are,6.7,5.335430973,71745
Whiplash,8.5,7.214465167,65126
Whipped,4.4,2.850121364,43333
White Chicks,5.8,5.79386571,44
White House Down,6.3,4.847902596,103339
White Noise,5.5,4.464607719,55577
White Noise 2: The Light,5.7,4.401119182,8918
White Squall,6.6,6.390181549,86
Whiteout,5.5,4.783815976,4721
Who's Your Caddy?,2.3,2.251374345,5446
Wicked Blood,5.4,5.749074509,99813
Wicker Park,6.9,6.171034672,62792
Wild Card,5.6,5.283588934,50003
Wild Hogs,5.8,4.878544563,51575
Wild Target,6.7,5.809500829,53468
Wild Things,6.6,5.791341364,5784
Wild Wild West,4.9,3.942643887,2701
Willard,6.1,5.617630069,105086
Willy Wonka & the Chocolate Factory,7.8,7.422474244,78116
Wimbledon,6.3,5.781393682,100108
Win a Date with Tad Hamilton!,5.6,4.711767564,3186
Windtalkers,6.1,5.104181727,5420
Wing Commander,4.3,3.456519205,2867
Winnie the Pooh,7.1,6.810789335,100383
Winter's Bone,7.1,6.408063671,1940
Winter's Tale,6.1,5.058121974,109191
Wish I Was Here,6.6,6.04194319,70641
Witchboard,5.7,5.687592132,5172
Without Limits,7.2,7.181674381,99143
Without a Paddle,5.8,4.937147496,65585
Witless Protection,3.4,3.8793676,5829
Wolf,6.3,5.595304632,382
Woman Thou Art Loosed,6.6,6.022145282,3837
Woman on Top,5.3,4.233369143,3595
Won't Back Down,6.4,4.818234863,84950
Wonder Boys,7.2,6.487726132,36397
Wonderland,6.5,5.913768895,6769
Wordplay,7.4,7.162564724,46850
World Trade Center,6.0,4.542747733,46974
World War Z,7.0,5.956678202,103249
World's Greatest Dad,6.9,5.701688193,4879
Wrath of the Titans,5.7,4.3123372,93766
Wreck-It Ralph,7.7,7.405254973,97913
Wrong Turn,6.1,5.531087741,6659
Wuthering Heights,7.5,6.689397271,60832
Wyatt Earp,6.7,5.826892579,383
X-Men,7.3,6.49206263,3793
X-Men Origins: Wolverine,6.5,5.947650179,68319
X-Men: Days of Future Past,7.9,7.206530226,111362
X-Men: First Class,7.7,6.52730165,87232
X-Men: The Last Stand,6.6,5.2504825,45499
Year One,4.9,4.12797517,69436
Yeh Jawaani Hai Deewani,7.3,6.360633494,2682
Yes Man,6.8,6.494203167,64969
Yesterday Was a Lie,5.2,4.297505904,102119
Yogi Bear,4.6,4.134488679,83177
You Again,5.7,5.08111131,7361
You Don't Mess with the Zohan,5.6,4.26603734,59900
You Got Served,3.9,3.545900018,6502
You Kill Me,6.4,5.809789402,2809
You Only Live Twice,6.8,6.175733026,126420
You've Got Mail,6.7,6.032831469,2424
"You, Me and Dupree",5.6,5.097919476,45726
Young Frankenstein,8.0,7.071382012,910
Your Highness,5.5,3.906260588,87529
Your Sister's Sister,6.7,5.634782943,95135
"Yours, Mine and Ours",7.1,6.678242897,26198
Zack and Miri Make a Porno,6.5,5.664954636,3512
Zero Dark Thirty,7.4,6.505783452,98961
Zero Effect,6.9,6.224851039,87298
Zipper,5.8,5.342664561,8485
Zodiac,7.7,6.295963219,51540
Zombieland,7.5,6.848380713,82744
Zookeeper,5.2,4.388724656,87867
Zoolander,6.5,5.833309823,379
Zoom,4.4,3.324847884,64231
eXistenZ,6.8,5.867615069,2914
xXx,5.8,4.628135461,5507
xXx: State of the Union,4.5,2.774680335,33158
